RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Dependents,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,MonthlyCharges,TotalCharges,PaymentMethod,Exited
542,15626578,Milne,622,France,Male,26,No,9,0,2,1,153237.59,58.95,601.6,Mailed check,0
543,15776223,Davide,597,France,Female,42,No,4,64740.12,1,1,106841.12,19.55,19.55,Mailed check,0
544,15705953,Kodilinyechukwu,721,Spain,Male,51,No,0,169312.13,1,0,109078.35,86.05,834.1,Bank transfer (automatic),1
545,15802593,Little,504,France,Female,49,No,7,0,3,1,87822.14,45.55,597,Credit card (automatic),1
546,15615457,Burns,842,Spain,Female,44,Yes,2,112652.08,2,0,126644.98,78.95,2647.2,Bank transfer (automatic),0
547,15708916,Paterson,587,France,Male,38,Yes,0,0,2,0,47414.15,86.3,3266,Mailed check,0
548,15720187,Han,479,Germany,Female,30,No,7,143964.36,2,0,41879.99,105.05,6744.25,Bank transfer (automatic),0
549,15595440,Kryukova,508,France,Male,49,No,7,122451.46,2,1,75808.1,101.9,5265.5,Bank transfer (automatic),0
550,15600651,Ijendu,749,France,Male,24,No,1,0,3,1,47911.03,19.75,311.6,Mailed check,0
551,15750141,Reichard,721,Germany,Female,36,Yes,3,65253.07,2,0,28737.78,110.3,7966.9,Bank transfer (automatic),0
552,15657284,Day,674,Germany,Male,47,Yes,6,106901.94,1,1,2079.2,115.6,8220.4,Bank transfer (automatic),1
553,15763063,Price,685,Spain,Female,25,Yes,10,128509.63,1,0,121562.33,19.35,1153.25,Bank transfer (automatic),0
554,15709324,Bruce,417,France,Male,34,Yes,7,0,2,0,55003.79,25.6,514.75,Credit card (automatic),0
555,15711309,Sumrall,574,Germany,Male,33,No,3,129834.67,1,0,193131.42,80.35,2596.15,Bank transfer (automatic),0
556,15775318,Lu,590,Spain,Female,51,Yes,3,154962.99,3,1,191932.27,68.75,3808,Bank transfer (automatic),1
557,15705515,Lazarev,587,Germany,Male,40,No,5,138241.9,2,0,159418.1,19.9,19.9,Bank transfer (automatic),0
558,15634844,Miller,598,Germany,Male,41,No,3,91536.93,1,0,191468.78,70.6,2708.2,Mailed check,1
559,15717046,Wentworth-Shields,741,Spain,Male,53,No,3,0,2,1,38913.68,70.2,760.05,Electronic check,0
560,15571816,Ritchie,850,Spain,Female,70,No,5,0,1,1,705.18,49.3,49.3,Electronic check,0
561,15670080,Mackenzie,584,Germany,Female,29,No,7,105204.01,1,1,138490.03,107.25,6033.3,Electronic check,0
562,15800440,Power,650,Spain,Male,61,No,1,152968.73,1,1,82970.69,23.6,89.05,Mailed check,0
563,15665678,Tan,607,Spain,Male,36,Yes,8,158261.68,1,1,76744.72,69.7,516.15,Credit card (automatic),0
564,15665956,Pendergrass,509,France,Female,46,Yes,1,0,1,0,71244.59,99.5,5861.75,Credit card (automatic),1
565,15788126,Evans,689,Spain,Female,38,No,6,121021.05,1,1,12182.15,64.3,445.95,Bank transfer (automatic),0
566,15811773,Hsia,543,France,Male,36,Yes,4,0,2,1,141210.5,70.85,4973.4,Credit card (automatic),0
567,15651674,Billson,438,Spain,Female,54,Yes,2,0,1,0,191763.07,101.9,1667.25,Electronic check,1
568,15689614,Teng,687,Spain,Female,63,No,1,137715.66,1,1,37938.74,73.5,5357.75,Credit card (automatic),0
569,15795564,Moretti,737,Germany,Male,31,No,5,121192.22,2,1,74890.58,100.25,3527.6,Electronic check,0
570,15706647,Jordan,761,France,Male,31,No,7,0,3,1,166698.18,40.4,422.6,Credit card (automatic),0
571,15728505,Ts'ao,601,France,Male,44,Yes,1,100486.18,2,1,62678.53,19.25,1103.25,Credit card (automatic),0
572,15730076,Osborne,651,France,Male,45,No,1,0,1,0,67740.08,59.6,2754,Bank transfer (automatic),1
573,15622003,Carslaw,745,France,Male,35,No,9,92566.53,2,0,161519.77,64.9,697.25,Credit card (automatic),0
574,15607312,Ch'ang,648,Spain,Female,49,No,10,0,2,1,159835.78,100.3,5614.45,Credit card (automatic),1
575,15644753,Hung,848,Spain,Male,40,No,3,110929.96,1,1,30876.84,110.85,3204.4,Electronic check,0
576,15653620,Gordon,546,France,Female,27,No,8,0,2,1,14858.1,81.05,4747.65,Mailed check,0
577,15761986,Obialo,439,Spain,Female,32,Yes,3,138901.61,1,0,75685.97,98.05,3082.1,Bank transfer (automatic),0
578,15633922,Gray,755,France,Male,30,No,4,123217.66,2,1,144183.1,70.5,597.9,Electronic check,0
579,15734674,Lin,593,France,Female,41,No,6,0,1,0,65170.66,94.55,3365.4,Electronic check,0
580,15658032,Hopkins,701,France,Male,39,No,2,0,2,1,82526.92,19.65,38.8,Mailed check,0
581,15692671,Dobson,701,Spain,Male,36,Yes,8,0,2,0,169161.46,19,233.55,Mailed check,0
582,15737741,McKay,607,Spain,Female,33,No,2,108431.87,2,1,109291.39,75.3,75.3,Mailed check,1
583,15576352,Revell,586,Spain,Female,57,No,3,0,2,1,6057.81,89.2,346.2,Electronic check,0
584,15753719,Rickards,547,Germany,Female,30,Yes,9,72392.41,1,0,77077.14,19,19,Mailed check,0
585,15803689,Begum,647,Germany,Female,51,No,1,119741.77,2,0,54954.51,20,61.7,Mailed check,1
586,15718057,Onyinyechukwuka,760,France,Female,51,No,2,100946.71,1,0,179614.8,85.7,85.7,Electronic check,1
587,15722010,Zuyev,621,Spain,Male,53,No,9,170491.84,1,0,35588.07,63.25,3342.45,Credit card (automatic),1
588,15680998,Nwankwo,725,France,Male,44,Yes,5,0,1,1,117356.14,20.1,85.1,Mailed check,0
589,15614782,Hao,526,France,Male,36,No,1,0,1,0,160696.72,99.15,7422.1,Electronic check,0
590,15591047,Ma,519,Spain,Female,47,Yes,6,157296.02,2,0,147278.43,90.4,6668.05,Electronic check,1
591,15788291,Okwuadigbo,713,Germany,Female,38,No,7,144606.22,1,1,56594.36,111.9,8071.05,Credit card (automatic),1
592,15604044,Mitchell,700,France,Male,38,Yes,8,134811.3,1,0,1299.75,24.9,1174.8,Electronic check,0
593,15679587,Chan,666,France,Female,34,Yes,9,115897.12,1,1,25095.03,83.5,5435,Credit card (automatic),0
594,15775153,Buchi,630,Spain,Male,32,No,4,82034,1,0,146326.45,84.3,2438.6,Credit card (automatic),0
595,15603925,Greco,779,Spain,Female,26,No,4,174318.13,2,1,38296.21,45.6,45.6,Mailed check,0
596,15680970,Lombardi,611,Germany,Female,41,No,2,114206.84,1,0,164061.6,61.65,713.75,Mailed check,0
597,15697183,Uchenna,685,Spain,Male,43,No,9,0,2,0,107811.28,54.85,916.15,Mailed check,0
598,15567446,Coffman,646,Germany,Male,39,No,9,111574.41,1,1,30838.51,65.55,237.2,Mailed check,0
599,15637476,Alexandrova,683,Germany,Female,57,No,5,162448.69,1,0,9221.78,90.35,4614.55,Credit card (automatic),1
600,15714939,Fallaci,484,Germany,Female,34,No,4,148249.54,1,1,33738.27,20.4,1414.45,Credit card (automatic),0
601,15683503,Hudson,601,France,Female,43,No,8,0,3,1,110916.15,74.55,1170.5,Credit card (automatic),1
602,15645569,Mai,762,Spain,Female,26,No,7,123709.46,2,1,169654.57,19.95,47.7,Mailed check,0
603,15782569,Stout,687,France,Female,72,Yes,9,0,1,1,69829.4,74.25,4859.25,Bank transfer (automatic),0
604,15592387,Burke,566,France,Male,30,No,5,0,1,0,54926.51,108.65,4903.2,Electronic check,1
605,15609286,Chadwick,702,France,Male,37,No,10,150525.8,1,1,94728.49,109.55,3608,Bank transfer (automatic),0
606,15814035,Lawrence,601,France,Male,29,No,9,0,1,1,80393.27,86.65,6094.25,Credit card (automatic),0
607,15661249,Bellucci,699,France,Male,53,Yes,4,0,2,1,111307.98,81,3084.9,Credit card (automatic),0
608,15629117,Harper,584,France,Male,28,Yes,10,0,2,0,19834.32,47.85,2356.75,Credit card (automatic),0
609,15607170,Boyle,699,France,Male,35,Yes,5,0,2,1,78397.24,114.55,8306.05,Bank transfer (automatic),0
616,15745295,Gether,727,Spain,Female,31,No,0,0,1,0,121751.04,48.85,631.4,Mailed check,1
618,15766575,Larionova,612,Germany,Female,62,No,8,140745.33,1,0,193437.89,102.85,6976.75,Credit card (automatic),1
631,15712403,McMillan,589,France,Female,61,Yes,1,0,1,0,61108.56,110.75,4687.9,Bank transfer (automatic),1
632,15811762,Pickering,583,Germany,Female,54,No,6,115988.86,1,0,57553.98,55,2473.95,Bank transfer (automatic),1
635,15738181,Douglas,850,France,Male,31,No,6,67996.23,2,0,50129.87,54.55,2236.2,Bank transfer (automatic),1
641,15784844,K'ung,752,Spain,Male,48,Yes,5,116060.08,1,0,156618.38,25.4,1620.2,Bank transfer (automatic),1
644,15640078,Chambers,660,Germany,Female,39,No,5,135134.99,1,0,173683,89.85,4287.2,Bank transfer (automatic),1
645,15698786,Marcelo,819,France,Female,39,Yes,9,133102.92,1,0,27046.46,25.25,394.85,Electronic check,1
646,15569807,Ejimofor,673,France,Female,34,No,8,42157.08,1,0,20598.59,94.55,1899.65,Electronic check,1
654,15664610,Campbell,459,Germany,Male,48,No,4,133994.52,1,1,19287.06,24.8,475.25,Mailed check,1
678,15715142,Repina,739,Germany,Male,45,No,7,102703.62,1,1,147802.94,34.7,62.25,Electronic check,1
686,15600337,Dobie,661,Spain,Male,42,No,2,178820.91,1,0,29358.57,49.9,49.9,Electronic check,1
688,15579334,Watkins,769,Germany,Female,45,No,5,126674.81,1,0,124118.71,49.25,91.1,Electronic check,1
689,15802741,Mitchel,625,France,Female,51,No,7,136294.97,1,0,38867.46,30.1,1623.4,Mailed check,1
697,15727299,Edgar,445,Spain,Male,62,No,1,64119.38,1,1,76569.64,85.15,6316.2,Bank transfer (automatic),1
698,15620204,Walker,543,Germany,Female,57,Yes,1,106138.33,2,1,120657.32,50.15,168.15,Electronic check,1
706,15580148,Welch,750,Germany,Male,40,No,5,168286.81,3,0,20451.99,79.85,2015.35,Bank transfer (automatic),1
715,15807609,Yuan,650,Spain,Female,25,No,3,86605.5,3,0,16649.31,25.4,1710.9,Mailed check,1
721,15721658,Fleming,672,Spain,Female,56,Yes,2,209767.31,2,1,150694.42,20.2,34.75,Mailed check,1
722,15578761,Cunningham,459,Spain,Female,42,Yes,6,129634.25,2,1,177683.02,20.55,1305.95,Credit card (automatic),1
730,15612525,Preston,499,France,Female,57,No,1,0,1,0,131372.38,74.2,4805.65,Credit card (automatic),1
734,15744607,Martin,738,Germany,Male,43,Yes,9,121152.05,2,0,64166.7,79.05,5730.7,Bank transfer (automatic),1
735,15612966,Milani,545,Germany,Female,60,No,7,128981.07,1,1,176924.21,90.15,2423.4,Bank transfer (automatic),1
744,15641675,Kirillova,611,France,Female,49,Yes,2,88915.37,3,0,161435.02,24.1,1551.6,Mailed check,1
762,15582741,Maclean,693,France,Female,35,No,5,124151.09,1,0,88705.14,89.25,1907.85,Electronic check,1
763,15637876,Burns,663,Germany,Female,36,No,6,77253.5,1,0,35817.97,70.3,208.85,Electronic check,1
765,15672056,Kenenna,710,Germany,Male,43,Yes,2,140080.32,3,1,157908.19,19.9,1292.6,Mailed check,1
768,15677921,Bobrov,720,Germany,Male,60,No,9,115920.62,2,0,157552.08,20.4,275.7,Bank transfer (automatic),1
770,15685329,McKenzie,531,France,Female,63,No,1,114715.71,1,1,24506.95,64.8,1175.6,Mailed check,1
771,15584091,Pitts,742,Germany,Female,36,No,2,129748.54,2,0,47271.61,20.45,237.3,Credit card (automatic),1
775,15789158,Nikitina,636,Germany,Male,49,No,6,113599.74,2,0,158887.09,95.8,3036.75,Electronic check,1
777,15712551,Shen,622,Germany,Female,58,Yes,7,116922.25,1,0,120415.61,40.3,92.5,Mailed check,1
778,15628936,Archer,692,Spain,Male,28,No,9,118945.09,1,0,16064.25,82,184.65,Electronic check,1
785,15571221,Bergamaschi,747,Germany,Male,58,Yes,7,116313.57,1,1,190696.35,40.6,2588.95,Bank transfer (automatic),1
806,15756026,Hooper,790,Spain,Female,46,Yes,9,0,1,0,14679.81,76.8,5468.45,Bank transfer (automatic),1
814,15775306,Ni,421,Germany,Male,28,Yes,8,122384.22,3,1,89017.38,30.4,938.65,Bank transfer (automatic),1
818,15806438,Chiabuotu,580,Germany,Female,42,Yes,2,123331.36,1,0,103516.08,103.7,5656.75,Bank transfer (automatic),1
824,15757811,Lloyd,732,Spain,Female,69,No,9,137453.43,1,1,110932.24,63.95,318.1,Credit card (automatic),1
839,15585888,Nwokezuike,553,Spain,Female,48,No,3,0,1,1,30730.95,79.2,2854.95,Credit card (automatic),1
841,15707567,Esposito,732,Germany,Male,50,No,6,145338.76,1,0,91936.1,100,5509.3,Electronic check,1
844,15672012,Jen,773,Spain,Female,41,No,5,0,1,0,28266.9,30.85,394.1,Bank transfer (automatic),1
852,15794048,Wan,667,Germany,Female,48,Yes,1,97133.92,2,0,113316.77,85.15,4461.85,Mailed check,1
857,15693864,Iheanacho,567,Germany,Female,49,No,5,134956.02,1,0,93953.84,86.05,6309.65,Credit card (automatic),1
860,15809087,Landry,598,France,Male,64,Yes,1,0,2,0,195635.3,64.8,4719.75,Credit card (automatic),1
861,15807663,McGregor,667,France,Male,43,No,8,190227.46,1,0,97508.04,19.8,457.3,Credit card (automatic),1
862,15809100,Nucci,548,France,Female,32,Yes,2,172448.77,1,0,188083.77,93.4,5822.3,Bank transfer (automatic),1
868,15756804,O'Loghlen,636,France,Female,48,No,1,170833.46,1,0,110510.28,20.5,104.3,Mailed check,1
869,15646810,Quinn,603,Germany,Male,44,No,6,108122.39,2,0,108488.33,85.55,5084.65,Electronic check,1
872,15692750,McGregor,629,Germany,Female,45,Yes,7,129818.39,3,0,9217.55,97.55,5598,Credit card (automatic),1
881,15585362,Simmons,749,France,Female,60,No,6,0,1,0,17978.68,110.1,1043.3,Electronic check,1
882,15571928,Fraser,679,France,Female,43,No,4,0,3,0,115136.51,19.3,504.2,Credit card (automatic),1
884,15743007,Seabrook,643,France,Female,45,No,4,45144.43,1,0,60917.24,111.25,7511.65,Electronic check,1
894,15772781,Ball,703,France,Female,51,No,3,0,3,1,77294.56,24.6,24.6,Electronic check,1
895,15669987,Sung,728,Germany,Female,35,No,8,125884.95,2,0,54359.02,81.2,4965.1,Credit card (automatic),1
899,15654700,Fallaci,523,France,Female,40,No,2,102967.41,1,0,128702.1,98.9,1120.95,Bank transfer (automatic),1
901,15642041,Burns,727,Germany,Male,40,No,1,93051.64,2,0,71865.31,19.5,27.55,Mailed check,1
905,15794580,Ch'en,599,France,Male,58,Yes,4,0,1,0,176407.15,81.35,5398.6,Credit card (automatic),1
906,15675964,Chukwukadibia,672,France,Female,45,No,9,0,1,1,92027.69,100.5,918.6,Electronic check,1
908,15724848,Oluchukwu,516,France,Female,46,No,1,104947.72,1,0,115789.25,65.35,1231.85,Bank transfer (automatic),1
917,15792328,James,475,France,Male,39,No,6,0,1,1,56999.9,75.4,1643.55,Bank transfer (automatic),1
922,15743411,Chiawuotu,609,Spain,Male,61,No,1,0,1,0,22447.85,20.45,255.35,Mailed check,1
923,15753337,Yeates,555,France,Male,51,No,5,0,3,0,189122.89,75.4,1189.4,Electronic check,1
934,15737795,Scott,512,Spain,Male,36,No,1,0,1,1,135482.26,84.6,360.1,Electronic check,1
937,15613630,Tang,775,France,Male,52,Yes,8,109922.61,1,1,96823.32,80.85,0,Mailed check,1
943,15804586,Lin,376,France,Female,46,No,6,0,1,0,157333.69,79.85,2001,Credit card (automatic),1
947,15745324,Milani,599,Spain,Female,39,Yes,4,0,1,0,194273.2,20.5,77.6,Mailed check,1
948,15741336,Ejimofor,715,France,Female,38,Yes,5,118590.41,1,1,5684.17,91.35,2896.55,Mailed check,1
950,15620981,Wickham,684,France,Female,48,Yes,3,73309.38,1,0,21228.34,20.5,759.35,Bank transfer (automatic),1
955,15660429,Ch'in,665,Spain,Female,42,No,2,156371.61,2,1,156774.94,95.1,2162.6,Electronic check,1
964,15731815,Nepean,529,Spain,Male,63,No,4,96134.11,3,0,108732.96,73.25,4054.2,Bank transfer (automatic),1
965,15580956,McNess,683,Germany,Female,43,No,4,115888.04,1,1,117349.19,45.7,45.7,Mailed check,1
977,15570060,Palerma,586,France,Female,43,No,8,132558.26,1,0,67046.83,69.9,69.9,Electronic check,1
984,15807008,McGregor,614,Germany,Female,35,No,6,128100.28,1,0,69454.24,86.6,86.6,Electronic check,1
988,15613749,Lees,569,Spain,Male,34,No,0,151839.26,1,0,102299.81,19.75,19.75,Bank transfer (automatic),1
990,15681206,Hsing,722,France,Female,49,Yes,3,168197.66,1,0,140765.57,19.6,678.8,Credit card (automatic),1
1004,15701301,Murphy,646,France,Female,42,No,3,175159.9,2,0,67124.48,19.85,784.25,Mailed check,1
1006,15701602,Ayers,521,Germany,Male,52,No,5,116497.31,3,0,53793.1,95.85,5016.25,Credit card (automatic),1
1009,15569050,Farrell,444,France,Male,45,Yes,6,0,1,0,130009.85,99.55,3204.65,Credit card (automatic),1
1011,15799811,Herrera,724,France,Male,40,No,10,0,1,0,127847.25,50.15,160.85,Mailed check,1
1016,15686936,McGregor,676,France,Female,37,Yes,5,89634.69,1,1,169583.18,53.65,696.35,Credit card (automatic),1
1019,15602010,Zikoranaudodimma,850,Germany,Female,45,No,5,103909.86,1,0,60083.11,40.05,162.45,Electronic check,1
1021,15654673,Onyinyechukwuka,625,France,Male,49,Yes,6,173434.9,1,0,165580.93,51.05,2066,Credit card (automatic),1
1043,15593969,Abramovich,630,Spain,Female,39,Yes,7,135483.17,1,0,140881.2,70.2,1046.5,Electronic check,1
1047,15644200,Hamilton,807,Spain,Female,42,No,1,0,1,0,16500.66,74,3877.65,Credit card (automatic),1
1048,15793949,Cheng,726,France,Female,48,No,4,0,1,0,114020.06,50.25,152.3,Mailed check,1
1050,15705860,McKenzie,631,Germany,Male,40,No,3,107949.45,1,0,52449.62,19.65,19.65,Mailed check,1
1058,15706534,Enyinnaya,581,France,Female,47,No,1,122949.14,1,0,180251.68,84.7,832.05,Mailed check,1
1063,15631189,Riggs,613,Germany,Male,38,No,9,67111.65,1,0,78566.64,50.2,1815.3,Bank transfer (automatic),1
1066,15692744,Davison,512,France,Male,36,No,4,152169.12,2,0,38629.3,90.05,2169.8,Bank transfer (automatic),1
1067,15688963,Ingram,731,France,Female,52,No,10,0,1,1,24998.75,19.65,973.1,Mailed check,1
1069,15680303,Gibson,594,France,Male,57,No,6,0,1,0,19376.56,99.05,4853.75,Bank transfer (automatic),1
1070,15628674,Iadanza,844,France,Male,40,No,7,113348.14,1,0,31904.31,54,1055.9,Mailed check,1
1071,15648075,Hebert,686,Germany,Female,47,No,5,170935.94,1,0,173179.79,69.75,144.55,Bank transfer (automatic),1
1083,15663438,Andrejew,688,Spain,Male,36,Yes,0,89772.3,1,0,177383.68,25.75,0,Mailed check,1
1086,15646513,Spyer,803,France,Male,42,No,5,0,1,0,196466.83,74.3,940.35,Electronic check,1
1087,15708063,Walker,712,France,Male,36,No,2,100749.5,3,0,70758.37,89.7,1047.7,Bank transfer (automatic),1
1093,15585198,Bergamaschi,715,France,Male,41,No,4,94267.9,1,1,152821.12,64.95,4523.25,Credit card (automatic),1
1096,15689081,Wu,692,France,Male,29,No,4,0,1,0,76755.99,80.55,80.55,Electronic check,1
1097,15813168,Maslova,756,Germany,Female,39,No,3,100717.85,3,1,73406.04,81.25,580.1,Bank transfer (automatic),1
1108,15660316,Stephenson,420,Germany,Female,34,No,1,135549.9,1,0,149471.13,24.25,1641.8,Bank transfer (automatic),1
1111,15592229,Mullan,713,France,Female,52,No,0,185891.54,1,1,46369.57,39.6,2424.5,Bank transfer (automatic),1
1112,15798424,Glover,833,Germany,Male,59,No,1,130854.59,1,1,30722.52,94.4,387.2,Bank transfer (automatic),1
1114,15648800,Paterson,731,Germany,Female,21,No,8,132312.06,1,0,106663.46,78.95,2839.65,Credit card (automatic),1
1115,15626147,Maclean,608,France,Female,62,No,8,144976.5,1,0,175836.03,98.85,3145.9,Credit card (automatic),1
1118,15592583,Colman,731,France,Female,47,No,1,115414.19,3,0,191734.67,89.45,4577.75,Credit card (automatic),1
1123,15789955,Hu,698,Germany,Male,56,No,1,112414.81,2,0,93982.02,44.85,893.55,Credit card (automatic),1
1124,15596800,Hill,779,Germany,Male,33,Yes,1,158456.76,1,1,197000.92,61.6,1611,Bank transfer (automatic),1
1125,15627305,Pan,606,Spain,Male,35,No,7,0,1,0,106837.06,49.05,593.05,Bank transfer (automatic),1
1130,15685309,Souter,669,France,Female,35,No,7,0,1,1,49108.23,86.05,3865.6,Credit card (automatic),1
1141,15566251,Ferrari,618,France,Female,37,Yes,5,96652.86,1,0,98686.4,88.95,1161.75,Credit card (automatic),1
1145,15694821,Hardy,765,Germany,Male,43,No,4,148962.76,1,1,173878.87,35.55,35.55,Electronic check,1
1154,15669899,Fitts,755,Germany,Female,45,No,7,135643,1,0,143619.52,64.3,3410.6,Mailed check,1
1159,15690007,Ts'ui,434,Germany,Female,58,No,9,125801.03,2,0,60891.8,94.1,5475.9,Credit card (automatic),1
1161,15719348,Tsao,513,France,Male,35,No,8,0,1,0,76640.29,95.1,2326.05,Electronic check,1
1162,15781802,Abramov,755,France,Male,41,Yes,6,104817.41,1,0,126013.58,31.35,31.35,Mailed check,1
1172,15640454,Parkhill,693,Germany,Male,40,No,0,120711.73,1,0,27345.18,94.4,5610.25,Electronic check,1
1175,15588670,Despeissis,705,Spain,Female,40,No,5,203715.15,1,0,179978.68,54.25,773.2,Mailed check,1
1179,15782454,Hancock,552,France,Male,49,No,4,0,1,1,190296.76,101.35,1553.95,Electronic check,1
1183,15755638,Mancini,673,France,Female,43,No,5,168069.73,1,1,146992.24,53.75,3196,Electronic check,1
1188,15719302,Brennan,765,France,Female,50,No,9,126547.8,1,1,79579.94,104.05,7413.55,Bank transfer (automatic),1
1190,15791279,Murray,701,France,Male,40,No,5,169742.64,1,1,153537.55,85.7,256.75,Credit card (automatic),1
1193,15589572,Otutodilichukwu,785,Spain,Female,61,No,4,129855.72,2,0,170214.82,90.45,593.45,Electronic check,1
1194,15779947,Thomas,363,Spain,Female,28,No,6,146098.43,3,0,100615.14,74.45,3510.3,Mailed check,1
1202,15651052,McMasters,399,Germany,Male,46,No,2,127655.22,1,0,139994.68,49.4,611.65,Electronic check,1
1211,15658969,Gray,711,France,Male,51,Yes,7,0,3,0,38409.79,69,1149.65,Electronic check,1
1213,15813590,Vance,610,Spain,Male,42,No,6,0,2,0,158302.59,69.55,521.35,Electronic check,1
1215,15674148,Milanesi,579,Spain,Male,33,No,6,0,1,0,94993.04,86,1532.45,Bank transfer (automatic),1
1216,15625080,Parkin,745,Spain,Female,54,Yes,8,0,1,0,173912.29,80.3,250.05,Electronic check,1
1219,15730038,Docherty,706,France,Female,23,No,5,0,1,0,164128.41,90.55,2282.55,Credit card (automatic),1
1220,15812272,Ugonna,693,Germany,Male,44,Yes,5,124601.58,2,1,46998.13,70.45,4300.45,Credit card (automatic),1
1233,15607537,Crawford,587,Germany,Male,46,Yes,9,107850.82,1,0,139431,78.3,2564.3,Electronic check,1
1246,15658052,Cameron,626,France,Female,44,No,10,81553.93,1,0,20063.63,90.45,2117.25,Electronic check,1
